# generated 2026-09-19 by tools/audit_cleanup_candidates.py at dna-from-genome@7b18565c; read-only audit, nothing was moved
path	git_status	bytes	last_touched	class	confidence	superseded_by	n_anchor_citers	anchor_citers	ledger_sections	weak_citers	evidence
bench/fig7_error.png	tracked	106005	2026-06-22	KEEP-CITED	-		1	via bench/make_definition_visuals.py		archive/bench/rna_reframe_validate.py;bench/make_definition_visuals.py	match:glob-wide+suffix
bench/fig8_cigar.png	tracked	84327	2026-06-22	KEEP-CITED	-		1	via bench/make_definition_visuals.py		archive/bench/rna_reframe_validate.py;bench/make_definition_visuals.py	match:glob-wide+suffix
bench/fig9_results.png	tracked	314092	2026-06-22	KEEP-CITED	-		1	via bench/make_definition_visuals.py		archive/bench/rna_reframe_validate.py;bench/make_definition_visuals.py	match:glob-wide+suffix
bench/fig_alncrit.png	tracked	203067	2026-06-28	KEEP-CITED	-		2	via bench/make_definition_genomescale.py;via bench/make_definition_visuals.py		archive/bench/rna_reframe_validate.py;bench/make_definition_genomescale.py;bench/make_definition_visuals.py	match:glob-wide+suffix
bench/fig_clique.png	tracked	196193	2026-06-28	KEEP-CITED	-		2	via bench/make_definition_genomescale.py;via bench/make_definition_visuals.py		archive/bench/rna_reframe_validate.py;bench/make_definition_genomescale.py;bench/make_definition_visuals.py	match:glob-wide+suffix
bench/fig_complete.png	tracked	125455	2026-06-28	KEEP-CITED	-		2	via bench/make_definition_genomescale.py;via bench/make_definition_visuals.py		archive/bench/rna_reframe_validate.py;bench/make_definition_genomescale.py;bench/make_definition_visuals.py	match:glob-wide+suffix
bench/fig_family_showcase_summary.png	tracked	327271	2026-07-05	KEEP-CITED	-		1	via archive/bench/known_family_showcase.py		archive/bench/known_family_showcase.py;archive/bench/rna_reframe_validate.py	byte-identical-to:bench/fig_known_families_summary.png;match:exact+glob-wide+suffix
bench/fig_gallery.png	tracked	211733	2026-06-28	KEEP-CITED	-		2	via bench/make_definition_genomescale.py;via bench/make_definition_visuals.py		archive/bench/rna_reframe_validate.py;bench/make_definition_genomescale.py;bench/make_definition_visuals.py	match:glob-wide+suffix
bench/fig_identity_regime_map.png	tracked	292111	2026-07-03	KEEP-CITED	-		1	via archive/bench/identity_regime_map.py		archive/bench/identity_regime_map.py;archive/bench/rna_reframe_validate.py	match:glob-wide+suffix
bench/fig_known_families_summary.png	tracked	327271	2026-07-05	KEEP-CITED	-		1	via archive/bench/known_family_showcase.py		archive/bench/known_family_showcase.py;archive/bench/rna_reframe_validate.py	byte-identical-to:bench/fig_family_showcase_summary.png;match:exact+glob-wide+suffix
bench/fig_ortho.png	tracked	142605	2026-06-28	KEEP-CITED	-		1	via bench/make_definition_genomescale.py		archive/bench/rna_reframe_validate.py;bench/make_definition_genomescale.py	match:glob-wide+suffix
bench/fig_pair.png	tracked	144081	2026-06-22	KEEP-CITED	-		1	via bench/make_definition_visuals.py		archive/bench/rna_reframe_validate.py;bench/make_definition_visuals.py	match:glob-wide+suffix
bench/fig_read_confusability_boundary.png	tracked	332310	2026-07-03	KEEP-CITED	-		1	via archive/bench/read_confusability_boundary.py		archive/bench/read_confusability_boundary.py;archive/bench/rna_reframe_validate.py	match:glob-wide+suffix
bench/fig_readdef.png	tracked	114275	2026-06-28	KEEP-CITED	-		1	via bench/make_definition_genomescale.py		archive/bench/rna_reframe_validate.py;bench/make_definition_genomescale.py	match:glob-wide+suffix
bench/fig_subB.png	tracked	138977	2026-06-28	KEEP-CITED	-		1	via bench/make_definition_genomescale.py		archive/bench/rna_reframe_validate.py;bench/make_definition_genomescale.py	match:glob-wide+suffix
bench/fixtures/chrY_family.bam	tracked	3195367	2026-06-13	KEEP-CITED	-		1	via archive/bench/layer2_invariant.sh		archive/bench/layer2_invariant.sh;archive/bench/sim/gen_ghost_fixture.py;archive/bench/sim/gen_paralog_fixture.py;archive/bench/sim/gen_psvlink_fixture.py	match:dir+exact+glob-wide
bench/fixtures/chrY_family.bam.bai	tracked	33216	2026-06-13	KEEP-CITED	-		1	sidecar of bench/fixtures/chrY_family.bam		archive/bench/sim/gen_ghost_fixture.py;archive/bench/sim/gen_paralog_fixture.py;archive/bench/sim/gen_psvlink_fixture.py;archive/bench/sim/gen_starved_fixture.py	match:dir+glob-wide
bench/flagship_topology.png	tracked	267471	2026-06-28	KEEP-CITED	-		1	memory:project_flagship_case_studies.md		archive/bench/flagship_topology_fig.py;archive/bench/rna_reframe_validate.py	match:exact+glob-wide
bench/fp_connectivity_levers.py	tracked	4797	2026-09-01	KEEP-CITED	-		1	docs/o1_ledger.md	§6bh	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/archive/O1_PRECISION_LEVERS.md;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md	match:exact+glob-wide+suffix
bench/fp_sources_read.py	tracked	5885	2026-09-01	KEEP-CITED	-		1	docs/o1_ledger.md	§6bg	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/er_both_coverage_gw.py;bench/er_coverage_plus_connectivity.py	match:exact+glob-wide+suffix
bench/fp_sources_seeded.py	tracked	6809	2026-09-01	KEEP-CITED	-		1	docs/o1_ledger.md	§6bg	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/fp_sources_read.py;docs/archive/O1_PRECISION_LEVERS.md	match:exact+glob-wide+suffix
bench/gen_asj_genetic_core_fixture.py	tracked	6263	2026-07-04	KEEP-CITED	-		1	src/rustle/vg_family/asj_genetic_core.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	asj-objective-dropped;match:exact+glob-wide
bench/gen_asj_strand_bias_fixture.py	tracked	7177	2026-07-04	KEEP-CITED	-		1	src/rustle/vg_family/asj_strand_bias.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	asj-objective-dropped;match:exact+glob-wide
bench/gen_asj_verify_fixture.py	tracked	5224	2026-07-04	KEEP-CITED	-		1	src/rustle/vg_family/asj_verify.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	asj-objective-dropped;match:exact+glob-wide
bench/gen_bridge_detector_fixture.py	tracked	23826	2026-07-03	KEEP-CITED	-		1	src/rustle/vg_family/bridge_detector.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	match:exact+glob-wide
bench/gen_distinct_loci_fixture.py	tracked	8904	2026-07-03	KEEP-CITED	-		1	src/rustle/vg_family/family_definition.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	match:exact+glob-wide
bench/gen_edge_oracle_fixture.py	tracked	14259	2026-07-03	KEEP-CITED	-		2	memory:project_oracle_removal_scaffold.md;src/rustle/vg_family/edge_oracle.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	match:exact+glob-wide+suffix
bench/gen_loaders_fixture.py	tracked	16242	2026-07-03	KEEP-CITED	-		1	src/rustle/vg_family/family_loaders.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	match:exact+glob-wide
bench/gen_minimizers_fixture.py	tracked	11007	2026-07-03	KEEP-CITED	-		1	src/rustle/vg_family/minimizers.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/gen_repeat_catalog_fixture.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md	match:exact+glob-wide+suffix
bench/gen_multi_repeat_bridge_fixture.py	tracked	20586	2026-07-03	KEEP-CITED	-		2	src/rustle/vg_family/multi_repeat_bridge.rs;src/rustle/vg_family/multi_repeat_bridge_tests.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	match:exact+glob-wide
bench/gen_o2_columns_fixture.py	tracked	12875	2026-07-03	KEEP-CITED	-		1	src/rustle/vg_family/o2_columns.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	match:exact+glob-wide
bench/gen_o2_margin_gate_fixture.py	tracked	15022	2026-07-03	KEEP-CITED	-		1	src/rustle/vg_family/o2_margin_gate.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	match:exact+glob-wide
bench/gen_o2_materialize_fixture.py	tracked	7976	2026-07-03	KEEP-CITED	-		1	src/rustle/vg_family/o2_materialize.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	match:exact+glob-wide
bench/gen_o2_readfetch_fixture.py	tracked	5650	2026-07-03	KEEP-CITED	-		1	src/rustle/vg_family/o2_materialize.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	match:exact+glob-wide
bench/gen_recombinant_abstain_fixture.py	tracked	22239	2026-07-03	KEEP-CITED	-		1	src/rustle/vg_family/recombinant_abstain.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	match:exact+glob-wide
bench/gen_recombinant_split_fixture.py	tracked	18822	2026-07-03	KEEP-CITED	-		1	src/rustle/vg_family/recombinant_split.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/gen_multi_repeat_bridge_fixture.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md	match:exact+glob-wide+suffix
bench/gen_refine_families_fixture.py	tracked	8256	2026-07-03	KEEP-CITED	-		2	docs/RETIREMENT_AND_MIGRATION.md;src/rustle/vg_family/family_definition.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/gen_recombinant_split_fixture.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md	match:exact+glob-wide+suffix
bench/gen_repeat_catalog_fixture.py	tracked	9086	2026-07-03	KEEP-CITED	-		1	src/rustle/vg_family/repeat_catalog.rs		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/audit_cleanup_candidates.py	match:exact+glob-wide
bench/gene_coverage.py	tracked	1555	2026-06-17	KEEP-CITED	-		1	memory:project_synthetic_benchmarks.md		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/VALIDATION_AND_STATUS.md;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md	match:exact+glob-wide+suffix
bench/gene_meta_strand.tsv	tracked	1854466	2026-07-04	KEEP-CITED	-		1	memory:project_family_def_precision_recall.md		AGENT_HANDOFF.md;archive/bench/_shared.py;archive/bench/family_rna_refine.py;archive/bench/fp_new_rules.py	match:exact+glob-wide+suffix
bench/genome_families_annotated.tsv	tracked	80694	2026-06-30	KEEP-CITED	-		2	via archive/bench/genome_family_def.py;via bench/genome_rna_overlay.py		archive/bench/genome_family_def.py;archive/bench/rna_reframe_validate.py;bench/genome_rna_overlay.py	match:glob-wide+suffix
bench/genome_families_blocks.tsv	tracked	69541	2026-06-30	KEEP-CITED	-		1	via archive/bench/genome_family_def.py		archive/bench/genome_family_def.py;archive/bench/rna_reframe_validate.py	match:glob-wide+suffix
bench/genome_families_protein_coding.tsv	tracked	56146	2026-06-30	KEEP-CITED	-		2	via archive/bench/genome_family_def.py;via bench/genome_rna_overlay.py		archive/bench/genome_family_def.py;archive/bench/rna_reframe_validate.py;bench/genome_rna_overlay.py	match:glob-wide+suffix
bench/genome_families_refined.tsv	tracked	95188	2026-06-30	KEEP-CITED	-		2	via archive/bench/genome_family_def.py;via archive/bench/protein_family_def.py		archive/bench/family_dna_vs_rna_headtohead.py;archive/bench/family_fp_mechanism.py;archive/bench/genome_family_def.py;archive/bench/nonexpr_build_gene_annot.py	match:exact+glob-wide+suffix
bench/genome_family_def.json	tracked	396	2026-06-30	KEEP-CITED	-		1	memory:project_genome_family_def.md		archive/bench/genome_family_def.py;archive/bench/rna_reframe_validate.py	match:glob-wide+suffix
bench/genome_rna_overlay.json	tracked	2856	2026-06-30	KEEP-CITED	-		2	via bench/genome_rna_overlay.py;via bench/genome_rna_overlay_readcontent.py		archive/bench/rna_reframe_validate.py;bench/genome_rna_overlay.py;bench/genome_rna_overlay_readcontent.py	match:glob-wide+suffix
bench/genome_rna_overlay.py	tracked	32268	2026-06-30	KEEP-CITED	-		1	memory:project_genome_family_def.md		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/genome_rna_overlay_readcontent.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md	match:exact+glob-wide+import
bench/genome_rna_overlay_breaktest.json	tracked	382	2026-06-30	KEEP-CITED	-		1	via archive/bench/genome_rna_overlay_breaktest.py		archive/bench/genome_rna_overlay_breaktest.py;archive/bench/rna_reframe_validate.py	match:glob-wide+suffix
bench/genome_rna_overlay_per_family.tsv	tracked	19365	2026-06-30	KEEP-CITED	-		1	via bench/genome_rna_overlay.py		archive/bench/rna_reframe_validate.py;bench/genome_rna_overlay.py	match:glob-wide+suffix
bench/genome_rna_overlay_readcontent.json	tracked	4587	2026-06-30	KEEP-CITED	-		1	via bench/genome_rna_overlay_readcontent.py		archive/bench/rna_reframe_validate.py;bench/genome_rna_overlay_readcontent.py	match:exact+glob-wide+suffix
bench/genome_rna_overlay_readcontent.py	tracked	32894	2026-06-30	KEEP-CITED	-		1	memory:project_genome_family_def.md		AGENT_HANDOFF.md;archive/bench/a1_read_consensus_o1.py;archive/bench/genome_rna_overlay_breaktest.py;archive/bench/rna_reframe_validate.py	match:exact+glob-wide+import+suffix
bench/genome_rna_overlay_readcontent_per_family.tsv	tracked	13134	2026-06-30	KEEP-CITED	-		1	via bench/genome_rna_overlay_readcontent.py		archive/bench/rna_reframe_validate.py;bench/genome_rna_overlay_readcontent.py	match:exact+glob-wide+suffix
bench/genomic_new_copies.tsv	tracked	129484	2026-06-17	KEEP-CITED	-		1	memory:project_advisor_interests.md		archive/bench/rna_reframe_validate.py	match:glob-wide+suffix
bench/gff_exon_union.py	tracked	1609	2026-09-05	KEEP-CITED	-		1	docs/o1_ledger.md	§6ew	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/cleanup_wave2_bench.py	match:exact+glob-wide
bench/graph_align_experiment/aln.gaf	tracked	43800	2026-06-28	KEEP-CITED	-		1	memory:project_graph_alignment.md		archive/bench/graph_align_experiment/evaluate.py;archive/bench/graph_align_experiment_structural/evaluate.py	match:basename-ambiguous+dir
bench/graph_align_experiment/copies_AB.fa	ignored	2338	2026-06-05	KEEP-CITED	-		1	memory:project_graph_alignment.md			match:dir
bench/graph_align_experiment/eval_output.txt	tracked	1322	2026-06-28	KEEP-CITED	-		1	memory:project_graph_alignment.md			match:dir
bench/graph_align_experiment/ga.log	ignored	30	2026-06-05	KEEP-CITED	-		1	memory:project_graph_alignment.md			match:dir
bench/graph_align_experiment/graph.gfa	tracked	5465	2026-06-28	KEEP-CITED	-		1	memory:project_graph_alignment.md		archive/bench/graph_align_experiment/evaluate.py;archive/bench/graph_align_experiment_structural/evaluate.py	match:basename-ambiguous+dir
bench/graph_align_experiment/graph.vg	tracked	2376	2026-06-28	KEEP-CITED	-		1	memory:project_graph_alignment.md			match:dir
bench/graph_align_experiment/linear.sam	tracked	142584	2026-06-28	KEEP-CITED	-		1	memory:project_graph_alignment.md		archive/bench/graph_align_experiment/evaluate.py	match:dir+suffix
bench/graph_align_experiment/mm2.log	ignored	661	2026-06-05	KEEP-CITED	-		2	docs/o3_missing_copy_evidence.md;memory:project_graph_alignment.md		archive/bench/read_confusability_boundary.py;bench/npip_human_build.sh;bench/yag_build.sh	match:dir+suffix
bench/graph_align_experiment/msga.log	ignored	920	2026-06-05	KEEP-CITED	-		1	memory:project_graph_alignment.md			match:dir
bench/graph_align_experiment/orient_check.sam	tracked	137936	2026-06-28	KEEP-CITED	-		1	memory:project_graph_alignment.md			match:dir
bench/graph_align_experiment/reads.fa	ignored	117688	2026-06-05	KEEP-CITED	-		1	memory:project_graph_alignment.md		analysis/family_graphs/24_golga8i_minimap2_tie_check.R;analysis/family_graphs/25_golga8i_minimap2_vs_hmm.R;analysis/family_graphs/26_golga8i_flnc_only.R;analysis/family_graphs/27_find_minimap2_tied_cases.R	match:basename-ambiguous+dir
bench/graph_align_experiment/seqs.fa	ignored	3355	2026-06-05	KEEP-CITED	-		2	memory:project_graph_alignment.md;src/rustle/vg_family/family_graph.rs		archive/bench/graph_align_experiment/extract_seqs.py	match:dir+suffix
bench/graph_def_refine_sweep.json	tracked	70420	2026-07-01	KEEP-CITED	-		2	via bench/family_level_pr_current.py;via bench/graph_def_refine_sweep.py		archive/bench/rna_reframe_validate.py;bench/family_level_pr_current.py;bench/graph_def_refine_sweep.py	match:glob-wide+suffix
bench/graph_def_refine_sweep.py	tracked	40304	2026-07-01	KEEP-CITED	-		2	docs/RETIREMENT_AND_MIGRATION.md;src/rustle/vg_family/family_loaders.rs		AGENT_HANDOFF.md;archive/bench/block_graph_fp_detector.py;archive/bench/colinear_multiexon_gate.py;archive/bench/family_rna_refine.py	match:exact+glob-wide+import+suffix
bench/graph_def_refine_sweep.tsv	tracked	5691	2026-07-01	KEEP-CITED	-		1	via bench/graph_def_refine_sweep.py		archive/bench/rna_reframe_validate.py;bench/graph_def_refine_sweep.py	match:exact+glob-wide+suffix
bench/gtf_copy_set.py	tracked	11293	2026-09-09	KEEP-CITED	-		5	docs/OPEN_ITEMS_2026-09-09.md;docs/PREREG_gtf_copy_set_2026-09-09.md;docs/o1_ledger.md;memory:project_o2_as_tied_gate.md	§6hn,§6ho	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/cleanup_wave2_bench.py	match:exact+glob-wide+suffix
bench/guided_genebody.py	tracked	23363	2026-09-13	KEEP-CITED	-		2	docs/o1_ledger.md;memory:project_two_modes_scope.md	§6jo	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/guided_tree_width.py;bench/guided_union.py	match:exact+glob-wide+suffix
bench/guided_leaveout.py	tracked	10342	2026-09-13	KEEP-CITED	-		2	docs/o1_ledger.md;memory:project_two_modes_scope.md	§6jm	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/guided_rules.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md	match:exact+glob-wide
bench/guided_min.py	tracked	11901	2026-09-14	KEEP-CITED	-		3	docs/PREREG_core_definition_2026-09-12.md;docs/o1_ledger.md;memory:project_two_modes_scope.md	§6ki	AGENT_HANDOFF.md;archive/bench/ape_substrate.py;archive/bench/guided_min_baselines.py;archive/bench/rna_reframe_validate.py	match:exact+glob-wide+import+suffix
bench/guided_pipeline.py	tracked	37449	2026-09-13	KEEP-CITED	-		5	docs/ADVISOR_QUESTIONS.md;docs/PREREG_core_definition_2026-09-12.md;docs/o1_ledger.md;docs/seeded_family_definition.md	inv24 — code: guided_pipe,§6js,§6jt,§6kz	AGENT_HANDOFF.md;archive/bench/denovo_shared_def.py;archive/bench/rna_reframe_validate.py;archive/docs/PENDING_2026-09-16.md	match:exact+glob-wide+import+suffix
bench/guided_projection_tree.py	tracked	7215	2026-09-13	KEEP-CITED	-		2	docs/o1_ledger.md;memory:project_two_modes_scope.md	§6jp	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/guided_union.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md	match:exact+glob-wide+suffix
bench/guided_rules.py	tracked	15840	2026-09-13	KEEP-CITED	-		2	docs/o1_ledger.md;memory:project_two_modes_scope.md	§6jn	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/cleanup_wave2_bench.py	match:exact+glob-wide
bench/guided_tree_width.py	tracked	16739	2026-09-13	KEEP-CITED	-		1	docs/o1_ledger.md	inv25 — code: guided_tree,§6jp	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;archive/docs/PENDING_2026-09-16.md;bench/TBC1D3_GUITART_TRUTH_CORRECTION.md	match:exact+glob-wide+suffix
bench/guided_union.py	tracked	14228	2026-09-13	KEEP-CITED	-		2	docs/o1_ledger.md;memory:project_two_modes_scope.md	§6jr	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/cleanup_wave2_bench.py	match:exact+glob-wide
bench/gw_aggregate.py	tracked	10193	2026-06-14	KEEP-CITED	-		1	via bench/VALIDATION_AND_STATUS.md		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/VALIDATION_AND_STATUS.md;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md	match:exact+glob-wide
bench/gw_attribute.py	tracked	5489	2026-06-14	KEEP-CITED	-		1	via bench/VALIDATION_AND_STATUS.md		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/VALIDATION_AND_STATUS.md;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md	match:exact+glob-wide
bench/gw_attribution.sh	tracked	2381	2026-06-14	KEEP-CITED	-		2	via bench/VALIDATION_AND_STATUS.md;via bench/gw_attribute.py		archive/bench/rna_reframe_validate.py;bench/VALIDATION_AND_STATUS.md;bench/gw_attribute.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide+suffix
bench/gw_eonly_aggregate.py	tracked	4993	2026-06-14	KEEP-CITED	-		1	via bench/VALIDATION_AND_STATUS.md		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/VALIDATION_AND_STATUS.md;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md	match:exact+glob-wide
bench/gw_partition_scan.py	tracked	1135	2026-09-09	KEEP-CITED	-		1	docs/o1_ledger.md	§6gw	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/cleanup_wave2_bench.py	match:exact+glob-wide
bench/gw_psvlink.sh	tracked	2537	2026-06-14	KEEP-CITED	-		1	memory:project_objectives_status_milestone.md		archive/bench/rna_reframe_validate.py;bench/VALIDATION_AND_STATUS.md;bench/gw_psvlink_aggregate.py;tools/cleanup_wave2_bench.py	match:exact+glob-wide+suffix
bench/gw_psvlink_aggregate.py	tracked	4430	2026-06-14	KEEP-CITED	-		1	via bench/VALIDATION_AND_STATUS.md		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/VALIDATION_AND_STATUS.md;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md	match:exact+glob-wide+suffix
bench/gw_subfamily_scan.py	tracked	6164	2026-09-09	KEEP-CITED	-		2	docs/PREREG_modality_2026-09-09.md;docs/o1_ledger.md	§6gw,§6gx	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/gw_partition_scan.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md	match:exact+glob-wide+suffix
bench/gw_threeway.sh	tracked	3954	2026-09-19	KEEP-CITED	-		1	docs/ACTIVE_WORKING_SET.md		archive/bench/rna_reframe_validate.py;bench/VALIDATION_AND_STATUS.md;bench/gw_attribute.py;bench/gw_attribution.sh	match:exact+glob-wide+suffix
bench/hard_loci_psv_assignment.json	tracked	15840	2026-06-28	KEEP-CITED	-		2	via archive/bench/hard_loci_psv_assignment.py;via bench/VALIDATION_AND_STATUS.md		archive/bench/hard_loci_psv_assignment.py;archive/bench/rna_reframe_validate.py;bench/VALIDATION_AND_STATUS.md	match:exact+glob-wide+suffix
bench/hard_locus_bakeoff.py	tracked	6688	2026-09-09	KEEP-CITED	-		3	docs/PREREG_hard_locus_bakeoff_2026-09-09.md;docs/o1_ledger.md;memory:project_o2_as_tied_gate.md	§6hh,§6hy	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/cleanup_wave2_bench.py	match:exact+glob-wide
bench/headroom_loci.tsv	tracked	2196	2026-06-16	KEEP-CITED	-		2	via bench/DENOVO_PIPELINE.md;via bench/readcoherence_psv_headroom.py		archive/bench/rna_reframe_validate.py;bench/DENOVO_PIPELINE.md;bench/readcoherence_psv_headroom.py	match:exact+glob-wide+suffix
bench/hidden_collapse_scan.py	tracked	11922	2026-06-16	KEEP-CITED	-		1	memory:project_advisor_interests.md		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/hidden_collapse_evidence.py;bench/wf_hidden_collapse_verify.js	match:exact+glob-wide+import+suffix
bench/hidden_copy_scan.py	tracked	5111	2026-06-28	KEEP-CITED	-		1	memory:project_reference_absent_catalog.md		AGENT_HANDOFF.md;archive/bench/hidden_copy_scan_genomewide.py;archive/bench/promote_genomewide.py;archive/bench/rna_reframe_validate.py	match:exact+glob-wide+import+suffix
bench/hybrid_union.py	tracked	3244	2026-09-13	KEEP-CITED	-		1	docs/o1_ledger.md	§6jl	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/cleanup_wave2_bench.py	match:exact+glob-wide
bench/identity_gap.py	tracked	5597	2026-09-09	KEEP-CITED	-		8	docs/NEGATIVE_RESULTS_REGISTER.md;docs/OPEN_ITEMS_2026-09-09.md;docs/PREREG_core_definition_2026-09-12.md;docs/PREREG_identity_weighted_density_2026-09-10.md	§6gw,§6ht,§6jo	AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;bench/guided_genebody.py;bench/identity_weighted_density.py	match:exact+glob-wide+suffix
bench/identity_regime_map.flpr_frozen.json	tracked	22424	2026-08-04	KEEP-CITED	-		1	via archive/bench/identity_regime_map.py		archive/bench/identity_regime_map.py;archive/bench/rna_reframe_validate.py	match:exact+glob-wide+suffix
bench/identity_regime_map.json	tracked	15034	2026-07-03	KEEP-CITED	-		1	via archive/bench/identity_regime_map.py		archive/bench/identity_regime_map.py;archive/bench/rna_reframe_validate.py	match:glob-wide+suffix
bench/identity_regime_map.tsv	tracked	6494	2026-07-03	KEEP-CITED	-		1	via archive/bench/identity_regime_map.py		archive/bench/identity_regime_map.py;archive/bench/rna_reframe_validate.py	match:exact+glob-wide+suffix
bench/identity_weighted_density.py	tracked	8497	2026-09-10	KEEP-CITED	-		1	docs/PREREG_identity_weighted_density_2026-09-10.md		AGENT_HANDOFF.md;archive/bench/rna_reframe_validate.py;docs/superpowers/plans/2026-09-15-fuzzy-junction-merge.md;tools/cleanup_wave2_bench.py	match:exact+glob-wide
